,WOB_klbf,RPM,Torque_kNm,SPP_psi,Flow_Rate_gpm,Mud_Weight_ppg,Formation,ROP_ft_per_hr
0,21.854305348131312,85.91861003740675,11.54264209339765,2345.405988417796,585.9979391417965,10.074542081109769,Sandstone,143.43004943179596
1,47.78214378844623,135.86613263297014,11.174469976799996,2593.3627943827446,702.7161646499932,10.393742637500086,Sandstone,209.79484853979966
2,37.93972738151323,182.21241702269714,27.656364513025917,1500.935797584998,680.0804648950796,11.918189572808721,Shale,203.0433546527672
3,31.93963178886665,162.51148409733855,11.238654996237653,2249.748199213998,376.94995234688685,9.860017544239568,Sandstone,144.51520747200715
4,12.020838819909644,172.91856070060297,11.798743153215774,2143.4919662874972,374.624734870737,11.978598739248685,Sandstone,132.20183037706116
5,12.01975341512912,152.22967133950044,23.984956560449092,2665.6607535765424,434.08718387245665,8.852537723906766,Shale,134.49221827272748
6,7.613762547568976,156.91871903249933,16.2434960612635,2812.174120962521,480.5373631705186,11.607193748834522,Dolomite,135.35977278778478
7,43.97792655987208,178.88739121914472,24.41776392387953,1024.3135429547735,504.22779070424133,11.890190532218945,Dolomite,174.07454335122782
8,32.0501755284444,94.95352124028602,6.6341539391096305,2348.0398381175855,639.8486084166726,9.227270611349354,Sandstone,156.61105604816083
9,36.86326600082205,128.51949491003967,17.189279841834608,1103.671598239458,328.3402160829177,10.221386129488803,Sandstone,121.14201185776334
10,5.92630224331111,90.96932185474431,5.840340004582066,2097.717330154712,317.3363521130332,9.161999098654622,Shale,86.72794778889636
11,48.645943347289744,198.27352111953059,6.5663300863838625,1575.2654580873564,495.95528147195455,11.32641651597687,Shale,198.43384154858222
12,42.45991883601898,192.16830755612585,27.660936333610273,1613.5531990442823,648.5818460689902,10.641391072246627,Dolomite,195.8355647875506
13,14.555259980522427,65.51975359159083,8.48113427793988,1705.9170069047132,396.7176714782413,11.041293386833285,Limestone,85.80274374859624
14,13.182123524319527,158.7805241521964,18.31051705688043,2242.5848980992205,620.7522406281258,9.285947867824845,Sandstone,167.38316952294593
15,13.253202943404522,189.5347644381932,15.277390065017663,1668.0999313375385,429.91406897014974,9.346983448209677,Limestone,152.10425071812094
16,18.690900933179197,85.28054831782669,13.683583156471068,2465.398101180561,743.0430544067582,8.665989302039625,Limestone,184.1715859729728
17,28.614039423450702,139.51233227736813,27.49583364218181,1809.0547711477393,747.8449721333083,9.788270140782918,Shale,189.76023577118818
18,24.43752583889521,188.16836166232585,5.545584919387237,1136.7064006199173,448.64360214066323,10.7389786453347,Sandstone,172.744448472754
19,18.105311308911887,64.75243700201185,21.594742154389728,2567.5196849682143,414.9968769816203,11.931739655989315,Sandstone,93.92441677472543
20,32.53338026250708,157.6388374145576,29.08486085533876,1571.516649185412,505.65198603311563,11.167709789834722,Shale,151.675783498406
